TIME,a,b,c,d,e,f,g,h,i,j,k,l,m,o,Prediction_TimeSeriesTransformer
01/31/2019 16:30:00,1.2130188662035433,0.0,0.8908399127528593,-0.40144608512134083,0.1561229018596566,0.567699293445276,1.0209760592370305,0.6447042690300043,0.5769089133261933,0.6735431140228737,0.6684284050069886,0.9199627461471723,-0.33466198135380537,1,1.0
01/31/2019 16:40:00,1.2217515150470584,0.0,0.8756758960543167,-0.4111663848668902,-0.4473706399807664,0.550873735902168,0.9205610659299197,0.6447042690300043,0.5587496825741924,0.6972272701841038,0.6931420133459677,0.9007252355725317,-0.3437842858022876,1,1.0
01/31/2019 16:50:00,1.2042870040474292,0.0,0.8908399127528593,-0.40873553305232685,0.23679236977784815,0.550873735902168,0.9572987166415021,0.6447042690300043,0.5587496825741924,0.6650179147862927,0.6617747028889058,0.9007252355725317,-0.34150239144864175,1,1.0
01/31/2019 17:00:00,0.9463000153546628,0.0,0.8150231389523326,-0.5326724623207775,-3.4216667285923865,0.5340481783590637,0.4454200129496275,0.6447042690300043,0.5587496825741924,0.616227996798257,0.614248472766306,0.8430216668585248,-0.45835013447095285,1,1.0
01/31/2019 17:10:00,0.11042296984338625,0.0,0.19395752434982258,-1.141415556423881,-1.9867459448818894,0.11363232252497488,-0.3652557459206897,0.6447042690300043,0.20478578615719512,0.30880820186402863,0.3081795635914468,0.30479089745855187,-1.048072953994912,0,1.0
01/31/2019 17:20:00,-0.035637345989949235,0.0,-0.10858585149380058,-1.3589107591823273,0.7000632625812855,-0.2559881528561074,-0.1436053174977934,0.6447042690300043,-0.17609441501437365,0.1468074554529219,0.146590366936076,0.016704868575959254,-1.2656147685329024,1,0.0
01/31/2019 17:30:00,-0.0872355126519926,0.0,-0.18418043462542474,-1.4050825714127715,-0.5897712348943587,-0.32315834147312805,-0.3493361293808301,0.6447042690300043,-0.24860758015011278,0.1183864822506681,0.11997566525274057,-0.0024951997475779076,-1.3122926081810657,0,1.0
01/31/2019 17:40:00,-0.09517280784716634,0.0,-0.19929403367963605,-1.3929321967308361,0.48542939031189036,-0.3399488831746378,-0.16442335166951616,0.7101978596064411,-0.2667332214462365,0.12880752231458606,0.12853038952251442,-0.0024951997475779076,-1.2999918760745146,1,1.0
01/31/2019 17:50:00,-0.09596738749661474,0.0,-0.19929403367963605,-1.4160186855046906,-0.38373716005282893,-0.3567395522064803,-0.29300512916005444,0.7101978596064411,-0.28486092766792903,0.13543908036324115,0.1370840459023058,-0.02169295503629549,-1.3233746043106325,0,1.0
01/31/2019 18:00:00,-0.07056481999142503,0.0,-0.15394330744044388,-1.4062979973200538,-0.18156843844888385,-0.3567395522064803,-0.24769661192031725,0.7101978596064411,-0.28486092766792903,0.17049271143385764,0.1732050686194114,-0.02169295503629549,-1.3135237529613246,0,1.0
01/31/2019 18:10:00,0.3263382336796733,0.0,-0.017850750478166977,-1.2106734689890923,3.2299582536771996,-0.2895752207847808,0.417255636403152,0.7101978596064411,-0.2667332214462365,0.3144902252475118,0.3167331843749055,0.07430926592217865,-1.1169338494558738,1,1.0
01/31/2019 18:20:00,1.1272878051894741,0.0,0.7240624272525438,-0.5436070226563432,1.9770712638834054,0.1472504590549203,1.2316051282428007,0.7101978596064411,0.09593103235111333,0.5674381142882743,0.5619685303836646,0.7084076665671987,-0.46870920503605085,1,1.0
01/31/2019 18:30:00,1.2130188662035433,0.0,0.79985912225379,-0.5035100093277787,2.5801515573480684,0.36583131134926494,1.2536489706409653,0.7101978596064411,0.38626920326901704,0.7867539424459448,0.782491335943427,0.7660937429553996,-0.4307623993985898,1,1.0
01/31/2019 18:40:00,1.2796985789157638,0.0,0.9363388028790108,-0.34433777035989016,-0.08115105770457316,0.550873735902168,1.34181920394146,0.7320347796784816,0.5496669009789907,0.7535961167246124,0.7482724744606623,0.9199627461471723,-0.2811933023827034,1,1.0
01/31/2019 18:50:00,1.2130188662035433,0.0,0.8756758960543167,-0.38929532200031675,-0.19321555478688587,0.567699293445276,1.11649391898532,0.7320347796784816,0.5859853624829925,0.7033846285490543,0.697894657716027,0.9199627461471723,-0.32326756001255813,1,1.0
01/31/2019 19:00:00,1.2130188662035433,0.0,0.8756758960543167,-0.4111663848668902,-1.3215903858426805,0.567699293445276,0.9621971342733653,0.7320347796784816,0.5859853624829925,0.6929646883048418,0.6921915200682885,0.9007252355725317,-0.3437842858022876,1,1.0
01/31/2019 19:10:00,1.2304833772031742,0.0,0.8908399127528593,-0.39415508343400274,0.1012440817202038,0.567699293445276,1.0270990010222958,0.7320347796784816,0.5859853624829925,0.7275440842136967,0.7235577270390353,0.9199627461471723,-0.32782364352638926,1,1.0
01/31/2019 19:20:00,1.2130188662035433,0.0,0.8908399127528593,-0.3953701209021964,-0.23444984442536626,0.5845268882737117,1.1115967854264965,0.7320347796784816,0.604146795822266,0.7095430512556552,0.7064493819858008,0.9007252355725317,-0.3289630001228762,1,1.0
01/31/2019 19:30:00,1.2042870040474292,0.0,0.8756758960543167,-0.39415508343400274,-0.2709496898735499,0.567699293445276,0.9977101003224181,0.7320347796784816,0.604146795822266,0.7052793340786307,0.6997946119777354,0.9007252355725317,-0.32782364352638926,1,1.0
01/31/2019 19:40:00,1.1987311384924282,0.0,0.8756758960543167,-0.40144608512134083,0.577651477499222,0.567699293445276,0.9915871585371528,0.6665326042822024,0.5859853624829925,0.6844383892485533,0.6788841514284535,0.9007252355725317,-0.33466198135380537,1,1.0
01/31/2019 19:50:00,1.2122258345518795,0.0,0.8756758960543167,-0.3856494327175597,-0.1073380290109124,0.567699293445276,0.9989347849849476,0.6665326042822024,0.5859853624829925,0.6730689143391689,0.6703283592686972,0.9199627461471723,-0.31985052318685236,1,1.0
01/31/2019 20:00:00,1.2217515150470584,0.0,0.8605118793557742,-0.4038753831795521,-0.2628060171034225,0.567699293445276,1.0050577267702128,0.6665326042822024,0.5859853624829925,0.7057535692403923,0.7026472664897534,0.9007252355725317,-0.33694123967821366,1,1.0
01/31/2019 20:10:00,1.1963497215407604,0.0,0.8756758960543167,-0.4111663848668902,0.42685785038603713,0.550873735902168,0.9842396925984901,0.6665326042822024,0.5859853624829925,0.6986488758496812,0.6950430710939914,0.9007252355725317,-0.3437842858022876,1,1.0
01/31/2019 20:20:00,1.2042870040474292,0.0,0.8908399127528593,-0.40752049558413317,-0.6113351839274065,0.567699293445276,0.9377053671323111,0.6665326042822024,0.5859853624829925,0.6830167835829779,0.6779325546644592,0.9007252355725317,-0.3403619562608548,1,1.0
