TIME,a,b,c,d,e,f,g,h,i,j,k,l,m,o
11/12/2018 01:30:00,229.443359,100.0,240.852707,5.619583,496.941071,134.133804,55.101013,-0.425721,133.352997,123.813248,124.28054,162.757721,2.3705659661776974,1
11/12/2018 01:40:00,234.072861,100.0,242.86969,5.688399,499.94339,136.216873,54.116817,-0.425721,135.044998,124.868011,125.321953,163.414078,2.3850364777084647,1
11/12/2018 01:50:00,291.941803,100.0,250.411102,6.664352,509.099762,138.692169,62.287899,-0.425721,136.347107,147.819138,148.259735,168.012192,2.5815406252856063,0
11/12/2018 02:00:00,323.910522,100.0,261.621735,7.821731,494.676025,142.865189,59.106445,-0.425721,140.647644,159.19455,159.635147,174.855362,2.7967357758644273,1
11/12/2018 02:10:00,326.600647,100.0,262.975128,7.981262,498.251312,146.390182,57.87048,-0.425721,144.561966,160.249313,160.676559,175.514084,2.8251127411131756,1
11/12/2018 02:20:00,349.685669,100.0,265.412689,8.422318,504.944458,148.742218,60.212704,-0.425721,146.390198,169.341644,169.782257,177.227417,2.902123016000528,0
11/12/2018 02:30:00,438.02182,100.0,276.269348,10.217818,508.160431,153.320328,67.170715,-0.402834,149.788116,203.267654,203.64151,183.957428,3.196532183476337,0
11/12/2018 02:40:00,475.43335,100.0,284.436859,11.684875,497.420105,159.608978,66.087341,-0.509645,156.201172,217.567047,217.900833,190.039352,3.4183146432123537,0
11/12/2018 02:50:00,476.809692,100.0,284.982117,11.844407,503.404114,163.414078,66.293335,-0.509645,159.871277,224.202728,224.496445,190.701096,3.44157042641873,0
11/12/2018 03:00:00,521.603394,100.0,288.392242,12.767181,510.424286,166.172195,69.680786,-0.509645,162.232727,239.476776,239.74379,193.216965,3.573119225550695,0
11/12/2018 03:10:00,621.888672,100.0,297.276306,14.772261,513.686768,171.826843,78.85894,-0.517273,166.172211,267.020752,267.114258,198.917877,3.84346991662482,1
11/12/2018 03:20:00,650.541687,100.0,301.79657,15.807648,490.5112,177.886612,79.141235,-0.517273,172.484985,281.867584,281.827545,202.369736,3.9758832980860994,1
11/12/2018 03:30:00,651.167297,100.0,302.34491,15.763855,499.021423,179.337326,79.33197,-0.410462,174.065063,283.202728,283.26947,202.236908,3.9703721488041896,1
11/12/2018 03:40:00,653.23175,100.0,303.030518,15.807648,499.204376,179.865005,78.935242,-0.410462,174.591919,283.322876,283.376312,202.502563,3.9758832980860994,1
11/12/2018 03:50:00,653.23175,100.0,303.30481,15.817032,500.410156,180.128876,78.935242,-0.410462,174.855377,282.949036,282.975739,202.502563,3.9770632381193036,1
11/12/2018 04:00:00,651.229858,100.0,303.30481,15.773239,498.70977800000003,180.128876,78.385918,-0.517273,174.855377,282.575195,282.682007,202.502563,3.9715537261882785,1
11/12/2018 04:10:00,649.853516,100.0,303.30481,15.726317,500.259186,179.996948,78.050224,-0.517273,174.855377,282.201355,282.254791,202.369736,3.9656420665511405,1
11/12/2018 04:20:00,650.541687,100.0,303.30481,15.729446,500.27771,179.996948,78.240959,-0.410462,174.723633,282.348236,282.468414,202.369736,3.966036560597998,1
11/12/2018 04:30:00,649.853516,100.0,303.30481,15.698167,499.729095,179.996948,77.935791,-0.517273,174.723633,282.14798,282.147949,202.236908,3.9620912407464823,1
11/12/2018 04:40:00,649.853516,100.0,303.30481,15.701293,500.057861,179.996948,77.935791,-0.517273,174.723633,282.14798,282.147949,202.236908,3.9624857097534116,1
11/12/2018 04:50:00,651.229858,100.0,303.441956,15.732573,499.88736,179.996948,78.485107,-0.517273,174.723633,282.361572,282.415009,202.236908,3.9664307632933666,1
11/12/2018 05:00:00,651.229858,100.0,303.30481,15.670012,501.554657,179.865005,79.064934,-0.517273,174.723633,282.041168,282.094574,202.236908,3.9585365982898275,1
11/12/2018 05:10:00,652.54364,100.0,303.441956,15.6575,501.188629,179.996948,78.370659,-0.517273,174.723633,282.041168,282.147949,202.10408,3.9569559006893167,1
11/12/2018 05:20:00,650.541687,100.0,303.441956,15.679397,499.045288,179.996948,78.454582,-0.517273,174.723633,282.321533,282.388306,202.236908,3.959721833664582,1
11/12/2018 05:30:00,649.853516,100.0,303.441956,15.710676,500.431183,179.996948,78.393555,-0.410462,174.723633,282.188049,282.254791,202.236908,3.9636695119547998,1
11/12/2018 05:40:00,649.227844,100.0,303.30481,15.68878,500.933746,179.996948,78.111259,-0.517273,174.723633,281.627258,281.640594,202.236908,3.9609064619099503,1
11/12/2018 05:50:00,649.853516,100.0,303.441956,15.716934,500.449677,179.996948,78.141785,-0.517273,174.723633,282.254761,282.308167,202.369736,3.9644588533619567,1
11/12/2018 06:00:00,649.853516,100.0,303.30481,15.698167,501.754028,179.996948,78.485107,-0.517273,174.723633,282.468384,282.548523,202.236908,3.9620912407464823,1
11/12/2018 06:10:00,649.227844,100.0,303.30481,15.695038,499.854858,179.996948,78.050224,-0.517273,174.855377,282.067871,282.201385,202.236908,3.961696353836321,1
11/12/2018 06:20:00,650.541687,100.0,303.441956,15.757598,500.57901,179.996948,78.233337,-0.517273,174.723633,282.29483,282.3349,202.369736,3.9695841091983426,1
11/12/2018 06:30:00,649.853516,100.0,303.30481,15.726317,499.902802,179.996948,78.187561,-0.410462,174.855377,281.88092,281.96106,202.369736,3.9656420665511405,1
11/12/2018 06:40:00,649.165344,100.0,303.441956,15.716934,499.226746,179.996948,77.752678,-0.517273,174.855377,282.014465,282.014435,202.369736,3.9644588533619567,1
11/12/2018 06:50:00,648.477112,100.0,303.30481,15.673141,500.100708,180.128876,77.966301,-0.410462,174.855377,281.400299,281.427002,202.236908,3.9589318003724188,1
11/12/2018 07:00:00,649.916016,100.0,303.441956,15.757598,500.312958,179.996948,77.691643,-0.410462,174.855377,281.800842,281.827545,202.502563,3.9695841091983426,1
11/12/2018 07:10:00,651.229858,100.0,303.441956,15.754472,498.344208,179.996948,77.69928,-0.410462,174.723633,282.468384,282.548523,202.369736,3.969190345649853,1
11/12/2018 07:20:00,649.853516,100.0,303.441956,15.741959,499.46637,179.996948,77.912903,-0.410462,174.855377,282.29483,282.361603,202.369736,3.9676137664848374,1
11/12/2018 07:30:00,650.541687,100.0,303.30481,15.735702,500.704651,179.996948,78.301994,-0.410462,174.855377,282.14798,282.201385,202.236908,3.96682517890567,1
11/12/2018 07:40:00,648.477112,100.0,303.30481,15.685654,498.96106,180.128876,77.294922,-0.410462,174.855377,281.200012,281.32019,202.236908,3.96051183560913,1
11/12/2018 07:50:00,649.853516,100.0,303.441956,15.713805,499.8013,179.996948,77.905266,-0.456239,174.855377,281.613892,281.694031,202.369736,3.9640642023055075,1
11/12/2018 08:00:00,648.539673,100.0,303.441956,15.701293,498.249847,180.128876,77.996826,-0.456239,174.855377,281.32019,281.400269,202.369736,3.9624857097534116,1
11/12/2018 08:10:00,652.856384,100.0,303.441956,15.729446,497.557159,180.128876,77.401733,-0.456239,174.855377,280.879578,280.973022,202.369736,3.966036560597998,1
11/12/2018 08:20:00,650.541687,100.0,303.441956,15.773239,501.867249,180.128876,77.935791,-0.456239,174.78949,281.54715,281.613922,202.502563,3.9715537261882785,1
11/12/2018 08:30:00,649.853516,100.0,303.441956,15.738831,498.827087,180.128876,77.600098,-0.456239,174.78949,281.880951,281.934326,202.502563,3.9672195553057055,1
11/12/2018 08:40:00,664.743042,100.0,303.579102,15.823286,505.68454,180.128876,79.454041,-0.456239,174.78949,281.640625,281.667328,202.369736,3.977849418970004,1
11/12/2018 08:50:00,694.647217,100.0,307.284668,16.774214,487.34613,182.5047,80.102531,-0.456239,176.70015,284.844971,284.925079,205.160431,4.095633528527668,1
11/12/2018 09:00:00,719.108582,100.0,309.620148,17.675095,487.673248,184.48584,81.170654,-0.456239,178.414078,288.236237,288.129425,207.421295,4.204175900221112,1
