TIME,a,b,c,d,e,f,g,h,i,j,k,l,m,o,Prediction_RNNTransformer
10/16/2018 08:00:00,-5.077100065223917,0.0,-6.9939923639366075,-5.298127877271841,-0.5167974954318263,-6.010872023799124,-3.3667203002711634,-0.16309007723864802,-5.78934209498675,-5.24939056085807,-5.25334006760835,-5.651961595556604,-6.247810806295713,1,
10/16/2018 08:10:00,-5.008038732543926,0.0,-6.6232814645546885,-5.200922549181824,-0.5040914477609827,-5.712513369958156,-3.6373534604305195,-0.16309007723864802,-5.556430880680106,-5.180232549557571,-5.1858528379205,-5.4052271357478325,-6.0849418426931745,1,
10/16/2018 08:20:00,-4.663527270530234,0.0,-6.281881971452719,-5.044180773589411,3.697567831304921,-5.51349364008274,-2.7825914613460436,-0.16309007723864802,-5.413043000014503,-4.806970806171614,-4.806594024162376,-5.158369073141013,-5.829518431938801,1,
10/16/2018 08:30:00,-3.9308438683796796,0.0,-4.957666735319647,-4.552082053311068,-1.0614611113312233,-5.09857425273658,-2.513182183303569,-0.07576815141001302,-5.018500838312272,-4.038656733470282,-4.041421163885735,-4.188705267050118,-5.077282652118652,0,
10/16/2018 08:40:00,-3.8268556453695086,0.0,-4.345933901072412,-4.37589890134938,-0.870629499263256,-4.58351949019147,-2.8634148707443945,-0.07576815141001302,-4.426059238909148,-3.927340646054843,-3.9283092957682997,-3.788867129444717,-4.823648983135235,1,
10/16/2018 08:50:00,-3.6982586731932114,0.0,-4.136802174316992,-4.351597763546421,2.0188824087631385,-4.234262572988368,-2.4641986490214594,-0.07576815141001302,-4.08461471087622,-3.0931846603798374,-3.0804407794159503,-3.8079128026942057,-4.789238882115776,0,
10/16/2018 09:00:00,-2.3622834080293433,0.0,-2.834341434613693,-3.3819819379253224,2.5179470987659527,-3.4848950408366024,-1.1649114294469205,-0.07576815141001302,-3.4369812302946205,-1.0250846070150785,-1.016851777789929,-2.396362343620732,-3.5117225787238473,0,
10/16/2018 09:10:00,-1.4914781145176994,0.0,-1.4064273641331413,-2.4925597505222656,-4.998247927190532,-2.2664672637144094,-1.7123019756239357,-0.07576815141001302,-2.355584116484211,-1.5537144389437825,-1.5519976828493354,-0.9806427838539294,-2.4682089072966913,0,
10/16/2018 09:20:00,-1.5605388635263944,0.0,-1.511848341649203,-2.5642477380238637,-0.725388350667816,-1.9153159258157921,-1.5359626325868583,-0.07576815141001302,-1.8320028288903347,-1.4911888371652606,-1.4902135908092224,-1.1913530274669177,-2.5486607429092314,0,
10/16/2018 09:30:00,-1.516879908023997,0.0,-1.4365533959836772,-2.491344324614984,-0.18799029000012665,-1.7145301242205975,-1.3902354303300186,-0.22859225263492708,-1.6151735302161625,-1.4594515172897982,-1.4578952175331574,-1.1147427121571327,-2.4668499138940794,0,
10/16/2018 09:40:00,-1.1128322228427026,0.0,-1.2708398661987836,-2.27749384582203,4.550146055913085,-1.5303931456662012,-0.5648647395823735,-0.22859225263492708,-1.506721987542294,-0.5907166323987082,-0.5872151828835024,-0.9806427838539294,-2.2302705602138406,0,0.0
