TIME,a,b,c,d,e,f,g,h,i,j,k,l,m,o,Prediction_RNNTransformer
07/18/2020 05:00:00,-2.853648991526927,0.0,-2.834341434613693,-2.8254850665154545,-0.4552990850985172,-2.817693135967655,-2.542572207567356,-0.11943340673425144,-2.761404213320153,-2.9212376767154526,-2.9217031337862824,-2.7591835393997433,-2.8469329370838397,0,0.0
07/18/2020 05:10:00,-2.8441237043754484,0.0,-2.849340518318194,-2.823055380018156,0.02929485973259046,-2.8510762207027405,-2.504610032702373,-0.11943340673425144,-2.7794332160997826,-2.921238208886278,-2.9207526405086033,-2.7591835393997433,-2.8441206447137017,0,0.0
07/18/2020 05:20:00,-2.8441237043754484,0.0,-2.849340518318194,-2.8254850665154545,-0.16272459459498703,-2.8510762207027405,-2.547470625199219,-0.11943340673425144,-2.7794332160997826,-2.9146061186667964,-2.914098938390519,-2.7591835393997433,-2.8469329370838397,0,0.0
07/18/2020 05:30:00,-2.8441237043754484,0.0,-2.849340518318194,-2.831560642295511,0.015090963000128466,-2.8343846146700313,-2.5082837656717056,-0.053931231337972396,-2.7794332160997826,-2.9041850786028776,-2.9036431919690533,-2.7591835393997433,-2.8539684669760232,0,0.0
07/18/2020 05:40:00,-2.83618525452619,0.0,-2.849340518318194,-2.8279159183300187,-0.21302355082396046,-2.8009997473102834,-2.557267941990336,-0.053931231337972396,-2.761404213320153,-2.8985008910580383,-2.8998416104179983,-2.740093773924048,-2.8497473154539024,0,0.0
07/18/2020 05:50:00,-2.905246384190078,0.0,-2.9093300131056687,-2.861937355878527,-0.22178695511731872,-2.8343846146700313,-2.5817590670948714,-0.053931231337972396,-2.7794332160997826,-2.9079745606181415,-2.9074452718687693,-2.7782709918406145,-2.889214172158777,0,0.0
07/18/2020 06:00:00,-2.8441237043754484,0.0,-2.894334349416433,-2.823055380018156,0.1688977772463292,-2.8343846146700313,-2.4348091062850608,-0.053931231337972396,-2.7794332160997826,-2.8823956634492798,-2.8817816686007696,-2.7591835393997433,-2.8441206447137017,0,0.0
07/18/2020 06:10:00,-2.8615870480324874,0.0,-2.8643396020226954,-2.8424959795092533,0.09507187167922806,-2.8510762207027405,-2.5119576591501676,-0.053931231337972396,-2.7794332160997826,-2.899448261561854,-2.9007916053470177,-2.7782709918406145,-2.8666432462614986,0,0.0
07/18/2020 06:20:00,-2.8615870480324874,0.0,-2.8643396020226954,-2.83520614313918,-0.05791690823952461,-2.8343846146700313,-2.5327761748492805,-0.053931231337972396,-2.761404213320153,-2.9259750614053566,-2.9255052492823297,-2.740093773924048,-2.8581921796720096,0,0.0
07/18/2020 06:30:00,-2.8441237043754484,0.0,-2.849340518318194,-2.831560642295511,-0.33274090007990603,-2.8510762207027405,-2.5082837656717056,-0.053931231337972396,-2.797460153953844,-2.8975535205542227,-2.8969895254473035,-2.7591835393997433,-2.8539684669760232,0,0.0
07/18/2020 06:40:00,-2.862380853683043,0.0,-2.8643396020226954,-2.831560642295511,0.012267616247225985,-2.817693135967655,-2.5327761748492805,-0.053931231337972396,-2.761404213320153,-2.9003956320656696,-2.8998416104179983,-2.7591835393997433,-2.8539684669760232,0,0.0
07/18/2020 06:50:00,-2.853648991526927,0.0,-2.849340518318194,-2.810904228458043,-0.17620523614966477,-2.8009997473102834,-2.5462461010458197,-0.053931231337972396,-2.7433752105405227,-2.9198171708695817,-2.9198026455795825,-2.740093773924048,-2.830067069645886,0,0.0
07/18/2020 07:00:00,-2.8615870480324874,0.0,-2.834341434613693,-2.810904228458043,-0.5354261116333625,-2.8009997473102834,-2.5340002174752914,-0.053931231337972396,-2.7253440051736195,-2.9226587147321488,-2.922654232201618,-2.7210041530130327,-2.830067069645886,0,0.0
07/18/2020 07:10:00,-2.8449171166823057,0.0,-2.849340518318194,-2.8096899678680263,-0.24280874484783815,-2.8009997473102834,-2.4948133579477774,-0.053931231337972396,-2.7253440051736195,-2.910816636651534,-2.9112473873648166,-2.7210041530130327,-2.8286637094970164,0,0.0
07/18/2020 07:20:00,-2.8615870480324874,0.0,-2.849340518318194,-2.8218403425499625,0.3162652509315241,-2.8009997473102834,-2.4813429502238495,-0.053931231337972396,-2.7253440051736195,-2.8937640385389596,-2.893187943896247,-2.740093773924048,-2.8427145498463338,0,0.0
07/18/2020 07:30:00,-2.8099900360245296,0.0,-2.774338480411322,-2.764732416227599,-0.43331314318481995,-2.784304321367581,-2.518081082462822,-0.053931231337972396,-2.7253440051736195,-2.929290840429685,-2.929307898723369,-2.6446365617943766,-2.776833067468295,0,0.0
07/18/2020 07:40:00,-2.853648991526927,0.0,-2.8643396020226954,-2.8218403425499625,-0.1712208683683151,-2.784304321367581,-2.5401236407879457,-0.053931231337972396,-2.7253440051736195,-2.879553551937833,-2.877979019159731,-2.740093773924048,-2.8427145498463338,0,0.0
07/18/2020 07:50:00,-2.8441237043754484,0.0,-2.834341434613693,-2.8096899678680263,-0.13440283577482123,-2.8009997473102834,-2.5278777572174187,-0.053931231337972396,-2.7253440051736195,-2.916500859674428,-2.916951058957547,-2.7210041530130327,-2.8286637094970164,0,0.0
07/18/2020 08:00:00,-2.8441237043754484,0.0,-2.834341434613693,-2.807259116053463,-0.07839625658671388,-2.8009997473102834,-2.5340002174752914,-0.053931231337972396,-2.7253440051736195,-2.9117640071553494,-2.9102973924357958,-2.740093773924048,-2.8258548455657317,0,0.0
07/18/2020 08:10:00,-2.8615870480324874,0.0,-2.849340518318194,-2.815764766769906,-0.04582212966785623,-2.8009997473102834,-2.541348325450476,-0.053931231337972396,-2.7253440051736195,-2.9255013584144214,-2.9255052492823297,-2.740093773924048,-2.8356863849315945,0,0.0
07/18/2020 08:20:00,-2.853648991526927,0.0,-2.849340518318194,-2.818195230145381,0.38281713884281365,-2.8009997473102834,-2.504610032702373,-0.053931231337972396,-2.7253440051736195,-2.90607981961051,-2.9055447836620694,-2.740093773924048,-2.8384973689799287,0,0.0
07/18/2020 08:30:00,-2.8615870480324874,0.0,-2.834341434613693,-2.8254850665154545,-0.17974337565627982,-2.8009997473102834,-2.5486957913891413,-0.11943340673425144,-2.7433752105405227,-2.9236060852359644,-2.924554720408318,-2.7210041530130327,-2.8469329370838397,0,0.0
07/18/2020 08:40:00,-2.8449171166823057,0.0,-2.834341434613693,-2.7987538537761076,-0.13373120138392078,-2.8009997473102834,-2.542572207567356,-0.11943340673425144,-2.7253440051736195,-2.9041850786028776,-2.902693197040034,-2.7210041530130327,-2.8160327292904817,0,0.0
07/18/2020 08:50:00,-2.8441237043754484,0.0,-2.849340518318194,-2.7987538537761076,0.1696467017771464,-2.8009997473102834,-2.503385508548973,-0.11943340673425144,-2.7253440051736195,-2.9131850451720456,-2.914098938390519,-2.7210041530130327,-2.8160327292904817,0,0.0
07/18/2020 09:00:00,-2.83618525452619,0.0,-2.849340518318194,-2.8036140036488817,-0.011086981720519331,-2.8009997473102834,-2.4997117755796405,-0.11943340673425144,-2.7433752105405227,-2.8809751576034093,-2.8808306057817665,-2.740093773924048,-2.821644269750616,0,0.0
07/18/2020 09:10:00,-2.83618525452619,0.0,-2.849340518318194,-2.7987538537761076,0.6517098176476289,-2.8009997473102834,-2.4262371161929956,-0.11943340673425144,-2.7253440051736195,-2.8866593451482494,-2.886534277374497,-2.740093773924048,-2.8160327292904817,0,0.0
07/18/2020 09:20:00,-2.8449171166823057,0.0,-2.819342350909198,-2.806044855463446,-0.4235855867083,-2.8009997473102834,-2.551144358168552,-0.11943340673425144,-2.7253440051736195,-2.905606684268455,-2.906495312536081,-2.7210041530130327,-2.824452034702238,0,0.0
07/18/2020 09:30:00,-2.8615870480324874,0.0,-2.834341434613693,-2.813335080272607,-0.4992794313499833,-2.8009997473102834,-2.5376739504446237,-0.03210289608577426,-2.7253440051736195,-2.9179224298619504,-2.9179010538865677,-2.7210041530130327,-2.832877033848291,0,0.0
07/18/2020 09:40:00,-2.853648991526927,0.0,-2.834341434613693,-2.807259116053463,-0.22865646890222788,-2.8009997473102834,-2.542572207567356,-0.03210289608577426,-2.7433752105405227,-2.908448228131022,-2.9074452718687693,-2.7210041530130327,-2.8258548455657317,0,0.0
07/18/2020 09:50:00,-2.853648991526927,0.0,-2.849340518318194,-2.8364215690464616,0.243188551976058,-2.8510762207027405,-2.5144073494934895,-0.03210289608577426,-2.797460153953844,-2.9122377101462846,-2.9102973924357958,-2.7591835393997433,-2.8596007536203967,0,0.0
07/18/2020 10:00:00,-2.594868590527305,0.0,-2.774338480411322,-2.686968464506857,2.5348194798906976,-2.8009997473102834,-1.9817123772303231,-0.03210289608577426,-2.7794332160997826,-2.456080817069086,-2.4530944990820394,-2.6828224535915064,-2.6877625149148416,0,0.0
07/18/2020 10:10:00,-1.6804035802028776,0.0,-1.8128666113325107,-1.9798053932846316,1.7684804086474157,-2.4335805587274346,-1.2836963716737326,-0.03210289608577426,-2.508936914946868,-1.7166614560389992,-1.7154874033077387,-1.8994256065535002,-1.9089198683784132,0,0.0
07/18/2020 10:20:00,-1.654207981046024,0.0,-1.511848341649203,-1.793901553138307,0.26208401661682257,-1.9654993566880314,-1.5763727321947323,-0.03210289608577426,-1.949408990112603,-1.53192555596101,-1.5291845627170562,-1.5742256329468745,-1.7126499039609109,0,0.0
07/18/2020 10:30:00,-1.5684773006871473,0.0,-1.4365533959836772,-1.7137075264811779,-1.1044688429754401,-1.8149356943863348,-1.7367948663289021,-0.11943340673425144,-1.6964984210511216,-1.501135642067418,-1.498767781134006,-1.4785366836414526,-1.6289787761024759,0,0.0
07/18/2020 10:40:00,-1.585940657032692,0.0,-1.4214903248968698,-1.6675357142507328,-0.4960168847874862,-1.6643176620324178,-1.697608167310518,-0.11943340673425144,-1.6061368652919388,-1.5295566152696718,-1.5282345677880356,-1.4019706051225418,-1.5810695469038836,0,0.0
07/18/2020 10:50:00,-1.551806988681773,0.0,-1.4365533959836772,-1.6140729003329506,-0.2845079036489462,-1.5973612610446326,-1.632703732415508,-0.11943340673425144,-1.5519132965422753,-1.528136109423802,-1.5282345677880356,-1.3828279289754093,-1.5258327273581764,0,0.0
07/18/2020 11:00:00,-1.5684773006871473,0.0,-1.4516130470552195,-1.6420195389795798,-0.15427965952772485,-1.580619232200022,-1.6351529412314396,-0.11943340673425144,-1.5519132965422753,-1.5196098103675146,-1.5177788213665697,-1.3828279289754093,-1.5546750590673275,0,0.0
07/18/2020 11:10:00,-1.5946725191888076,0.0,-1.466672698126762,-1.6675357142507328,0.2479057892373775,-1.580619232200022,-1.5910678245811922,-0.11943340673425144,-1.5519132965422753,-1.5295566152696718,-1.5282345677880356,-1.4019706051225418,-1.5810695469038836,0,0.0
07/18/2020 11:20:00,-1.585940657032692,0.0,-1.466672698126762,-1.6723958641235075,0.002428073692080922,-1.5973612610446326,-1.6425004071701046,-0.11943340673425144,-1.5699906185801522,-1.4987677657177325,-1.498767781134006,-1.4211132812696783,-1.5861035739783902,0,0.0
07/18/2020 11:30:00,-1.5684773006871473,0.0,-1.4516130470552195,-1.6517402271642165,-0.2851363796770666,-1.614101379934241,-1.7147523080037796,-0.053931231337972396,-1.6242100574786822,-1.5143987581647291,-1.5130256430515192,-1.3828279289754093,-1.56472351737537,0,0.0
07/18/2020 11:40:00,-1.585940657032692,0.0,-1.466672698126762,-1.686977090620007,-0.14180604643820308,-1.6308413714935202,-1.6731151160964217,-0.053931231337972396,-1.6061368652919388,-1.5072940647740192,-1.5073230393487722,-1.440255812852139,-1.6012191476495548,0,0.0
07/18/2020 11:50:00,-1.602610969038066,0.0,-1.4516130470552195,-1.6894067771173056,-0.5098591539310721,-1.6475795804281335,-1.7478149416729885,-0.053931231337972396,-1.6242100574786822,-1.5210303162133854,-1.5177788213665697,-1.440255812852139,-1.6037397264041962,0,0.0
07/18/2020 12:00:00,-1.5597454385310314,0.0,-1.4365533959836772,-1.6590304519733778,-0.48262199579678083,-1.6308413714935202,-1.6498480336178993,-0.053931231337972396,-1.6422832496654294,-1.490241466661445,-1.4892625279902194,-1.4019706051225418,-1.5722650751155065,0,0.0
07/18/2020 12:10:00,-1.585940657032692,0.0,-1.4516130470552195,-1.6699650123089436,-0.0641063252094616,-1.6475795804281335,-1.6351529412314396,-0.053931231337972396,-1.6422832496654294,-1.5243466274085382,-1.522530896195305,-1.4211132812696783,-1.5835854918534573,0,0.0
07/18/2020 12:20:00,-1.602610969038066,0.0,-1.4516130470552195,-1.68333120133725,-0.6564604961565045,-1.6475795804281335,-1.7098527668080064,-0.053931231337972396,-1.6422832496654294,-1.5437671018707988,-1.5434424246345693,-1.4211132812696783,-1.5974378633517892,0,0.0
07/18/2020 12:30:00,-1.5684773006871473,0.0,-1.466672698126762,-1.6772560139962815,0.22946673133516887,-1.6475795804281335,-1.6020890234891885,-0.07576815141001302,-1.6422832496654294,-1.489293563986803,-1.4873620397835197,-1.440255812852139,-1.5911397137092107,0,0.0
07/18/2020 12:40:00,-1.5772087821880698,0.0,-1.4516130470552195,-1.6821165523081443,-0.09876390093607992,-1.6475795804281335,-1.6596447083724937,-0.07576815141001302,-1.6422832496654294,-1.4897672314996833,-1.4873620397835197,-1.440255812852139,-1.5961783715169167,0,0.0
07/18/2020 12:50:00,-1.5772087821880698,0.0,-1.4365533959836772,-1.6699650123089436,0.08283069317102812,-1.6475795804281335,-1.6339284170780397,-0.07576815141001302,-1.6422832496654294,-1.4968730247101,-1.4949656656379577,-1.4211132812696783,-1.5835854918534573,0,0.0
07/18/2020 13:00:00,-1.5772087821880698,0.0,-1.4516130470552195,-1.6711804382162259,0.16289763649491798,-1.6475795804281335,-1.5812711498265954,-0.07576815141001302,-1.6422832496654294,-1.510135608636586,-1.5073230393487722,-1.4211132812696783,-1.5848444668740003,0,0.0
07/18/2020 13:10:00,-1.602610969038066,0.0,-1.4516130470552195,-1.6845462388054435,0.25281258479804064,-1.6475795804281335,-1.6412758830167025,-0.07576815141001302,-1.6422832496654294,-1.553240771430902,-1.552947677778356,-1.4211132812696783,-1.5986978903609548,0,0.0
07/18/2020 13:20:00,-1.602610969038066,0.0,-1.4365533959836772,-1.6857616647127254,-0.06449390423218855,-1.6475795804281335,-1.6204578488449797,-0.07576815141001302,-1.6422832496654294,-1.559399194137503,-1.560551873174118,-1.4211132812696783,-1.5999584527131898,0,0.0
07/18/2020 13:30:00,-1.588322454639553,0.0,-1.4516130470552195,-1.7027721892674355,-0.6539984949116923,-1.6643176620324178,-1.6596447083724937,0.055230476169317234,-1.6603563041904685,-1.5091882381327701,-1.506371976529768,-1.440255812852139,-1.6176146173286687,0,0.0
07/18/2020 13:40:00,-1.578002587838626,0.0,-1.4516130470552195,-1.679685700493581,0.17864254065181046,-1.6475795804281335,-1.5175925231580274,0.055230476169317234,-1.6242100574786822,-1.4940309131986529,-1.4930646434862667,-1.440255812852139,-1.593658173978613,0,0.0
07/18/2020 13:50:00,-1.5684773006871473,0.0,-1.4365533959836772,-1.6602454894415715,-0.32249685365387465,-1.6475795804281335,-1.6547462907406305,0.055230476169317234,-1.6422832496654294,-1.5068198296122584,-1.506371976529768,-1.4211132812696783,-1.573522461713044,0,0.0
07/18/2020 14:00:00,-1.585940657032692,0.0,-1.4516130470552195,-1.6736112900307893,-0.24272242812224604,-1.6308413714935202,-1.6547462907406305,0.055230476169317234,-1.6422832496654294,-1.4878730226628782,-1.4864109413681839,-1.440255812852139,-1.5873628132082143,0,0.0
07/18/2020 14:10:00,-1.6288061875397266,0.0,-1.466672698126762,-1.686977090620007,-0.6247557422711608,-1.6475795804281335,-1.703729825022741,0.055230476169317234,-1.6603563041904685,-1.569820234201422,-1.5662550108218574,-1.3828279289754093,-1.6012191476495548,0,0.0
07/18/2020 14:20:00,-1.6629398432021398,0.0,-1.5419609140848365,-1.779320715080896,0.40376135635263055,-1.7145301242205975,-1.723324458604974,0.055230476169317234,-1.6603563041904685,-1.596345934225218,-1.5957218330722196,-1.5359514121326598,-1.6973930611434085,0,0.0
07/18/2020 14:30:00,-1.5772087821880698,0.0,-1.4516130470552195,-1.6736112900307893,0.5658150849426942,-1.6810558709670311,-1.5996399751823867,-0.03210289608577426,-1.6603563041904685,-1.4978198275650356,-1.4959161945119694,-1.440255812852139,-1.5873628132082143,0,0.0
07/18/2020 14:40:00,-1.588322454639553,0.0,-1.4516130470552195,-1.68333120133725,-0.05102172510156647,-1.6475795804281335,-1.613110382906317,-0.03210289608577426,-1.6422832496654294,-1.5063461266213232,-1.5035209594490564,-1.440255812852139,-1.5974378633517892,0,0.0
07/18/2020 14:50:00,-1.602610969038066,0.0,-1.4516130470552195,-1.6894067771173056,-0.9366389457912154,-1.6475795804281335,-1.7857772770471028,-0.03210289608577426,-1.6242100574786822,-1.53192555596101,-1.5291845627170562,-1.4211132812696783,-1.6037397264041962,0,0.0
07/18/2020 15:00:00,-1.5684773006871473,0.0,-1.4365533959836772,-1.654169525222427,-0.4345097299493196,-1.6308413714935202,-1.6486233489553677,-0.03210289608577426,-1.6422832496654294,-1.5058724591084427,-1.5044714527267355,-1.4019706051225418,-1.5672360405875756,0,0.0
07/18/2020 15:10:00,-1.6200743126951052,0.0,-1.466672698126762,-1.7003413374528713,-0.11834820689670623,-1.6308413714935202,-1.6167841158756484,-0.03210289608577426,-1.6242100574786822,-1.5300302827825523,-1.5282345677880356,-1.440255812852139,-1.6150899069580118,0,0.0
07/18/2020 15:20:00,-1.5708587303273214,0.0,-1.4516130470552195,-1.6711804382162259,0.6193334293713687,-1.6475795804281335,-1.520041731973959,-0.03210289608577426,-1.6242100574786822,-1.4911888371652606,-1.4902135908092224,-1.4211132812696783,-1.5848444668740003,0,0.0
07/18/2020 15:30:00,-1.5946725191888076,0.0,-1.466672698126762,-1.676040976528088,0.19442185866662548,-1.6308413714935202,-1.6351529412314396,-0.01026597601373365,-1.6061368652919388,-1.535715037976273,-1.5329866782131034,-1.4211132812696783,-1.589880480569486,0,0.0
07/18/2020 15:40:00,-1.5946725191888076,0.0,-1.4516130470552195,-1.6723958641235075,-0.03755800839503211,-1.6308413714935202,-1.7282228762368372,-0.01026597601373365,-1.6422832496654294,-1.559399194137503,-1.5586513849674182,-1.4019706051225418,-1.5861035739783902,0,0.0
07/18/2020 15:50:00,-1.5946725191888076,0.0,-1.466672698126762,-1.6723958641235075,-0.09102501411764076,-1.5973612610446326,-1.703729825022741,-0.01026597601373365,-1.5699906185801522,-1.5200829457095697,-1.5196793095732695,-1.4211132812696783,-1.5861035739783902,0,0.0
07/18/2020 16:00:00,-1.6113424505389893,0.0,-1.4516130470552195,-1.6578150260660962,0.4560402377348273,-1.580619232200022,-1.5788219410106639,-0.01026597601373365,-1.5519132965422753,-1.5461360780401918,-1.5424918957605576,-1.3828279289754093,-1.5710074181884894,0,0.0
07/18/2020 16:10:00,-1.5684773006871473,0.0,-1.4365533959836772,-1.6420195389795798,-0.252906391337338,-1.580619232200022,-1.6829117908510183,-0.01026597601373365,-1.5519132965422753,-1.4897672314996833,-1.4883119991162075,-1.3828279289754093,-1.5546750590673275,0,0.0
07/18/2020 16:20:00,-1.5772087821880698,0.0,-1.4516130470552195,-1.6408041130722981,-0.3971749253255285,-1.5638772033554151,-1.718424917409201,-0.01026597601373365,-1.5338380394299633,-1.536188173318328,-1.5339371714907826,-1.3828279289754093,-1.5534192406360052,0,0.0
07/18/2020 16:30:00,-1.5772087821880698,0.0,-1.466672698126762,-1.654169525222427,0.4938571184502073,-1.580619232200022,-1.5665773415131776,-0.03210289608577426,-1.5519132965422753,-1.4945046161895883,-1.4930646434862667,-1.4019706051225418,-1.5672360405875756,0,0.0
07/18/2020 16:40:00,-1.602610969038066,0.0,-1.4516130470552195,-1.6602454894415715,-0.2349147135879939,-1.580619232200022,-1.7159757085932694,-0.03210289608577426,-1.5519132965422753,-1.510135608636586,-1.5101740564294828,-1.4019706051225418,-1.573522461713044,0,0.0
07/18/2020 16:50:00,-1.585940657032692,0.0,-1.4516130470552195,-1.6517402271642165,0.08283069317102812,-1.580619232200022,-1.6596447083724937,-0.03210289608577426,-1.5519132965422753,-1.5196092781966892,-1.5196793095732695,-1.3828279289754093,-1.56472351737537,0,0.0
07/18/2020 17:00:00,-1.6113424505389893,0.0,-1.4516130470552195,-1.6651060277534342,-0.8884575701471233,-1.5638772033554151,-1.7367948663289021,-0.03210289608577426,-1.5519132965422753,-1.5541881419347177,-1.552947677778356,-1.3828279289754093,-1.5785537269496441,0,0.0
07/18/2020 17:10:00,-1.5946725191888076,0.0,-1.4516130470552195,-1.6675357142507328,-0.2830013100824222,-1.580619232200022,-1.718424917409201,-0.03210289608577426,-1.5519132965422753,-1.5106092761494663,-1.508273568222784,-1.4019706051225418,-1.5810695469038836,0,0.0
07/18/2020 17:20:00,-1.5946725191888076,0.0,-1.466672698126762,-1.6687507517189266,0.14090323215714906,-1.580619232200022,-1.6461743006485656,-0.03210289608577426,-1.5519132965422753,-1.5129777201480332,-1.5111251548448195,-1.4211132812696783,-1.5823278557563552,0,0.0
07/18/2020 17:30:00,-1.5684773006871473,0.0,-1.466672698126762,-1.6420195389795798,0.2806782189604523,-1.580619232200022,-1.6939331502681445,-0.07576815141001302,-1.5519132965422753,-1.4968730247101,-1.4959161945119694,-1.4019706051225418,-1.5546750590673275,0,0.0
07/18/2020 17:40:00,-1.5772087821880698,0.0,-1.4365533959836772,-1.6383744265749987,0.4462181841894293,-1.580619232200022,-1.571474475072001,-0.07576815141001302,-1.5519132965422753,-1.5281355772529757,-1.5272840745103564,-1.3828279289754093,-1.5509092006179228,0,0.0
07/18/2020 17:50:00,-1.5946725191888076,0.0,-1.466672698126762,-1.662675175938871,0.447939723327496,-1.580619232200022,-1.6694413831270902,-0.07576815141001302,-1.5519132965422753,-1.5125040171570978,-1.5111251548448195,-1.4019706051225418,-1.576037227746115,0,0.0
07/18/2020 18:00:00,-1.585940657032692,0.0,-1.466672698126762,-1.6553849511297087,0.344104933660101,-1.580619232200022,-1.6890360167093232,-0.07576815141001302,-1.5519132965422753,-1.5143987581647291,-1.5120751141775073,-1.4019706051225418,-1.5684933028384775,0,0.0
07/18/2020 18:10:00,-1.585940657032692,0.0,-1.4516130470552195,-1.6505248012569347,-0.3893669287104745,-1.580619232200022,-1.717200232746669,-0.07576815141001302,-1.5519132965422753,-1.5115566466532822,-1.5111251548448195,-1.4019706051225418,-1.563466649345255,0,0.0
07/18/2020 18:20:00,-1.602610969038066,0.0,-1.4516130470552195,-1.661460138470677,-0.803079327391684,-1.580619232200022,-1.76495924287538,-0.07576815141001302,-1.5519132965422753,-1.5537144389437825,-1.5519976828493354,-1.3828279289754093,-1.5747795778962121,0,0.0
07/18/2020 18:30:00,-1.5684773006871473,0.0,-1.4516130470552195,-1.6444492254768783,-0.2878136085742234,-1.580619232200022,-1.6253562664768428,-0.01026597601373365,-1.5519132965422753,-1.495925122035459,-1.4949656656379577,-1.4019706051225418,-1.5571858848904652,0,0.0
07/18/2020 18:40:00,-1.585940657032692,0.0,-1.4516130470552195,-1.6529544877542335,0.1548230735214375,-1.580619232200022,-1.697608167310518,-0.01026597601373365,-1.5519132965422753,-1.5091882381327701,-1.508273568222784,-1.4019706051225418,-1.5659793115874179,0,0.0
07/18/2020 18:50:00,-1.585940657032692,0.0,-1.466672698126762,-1.6578150260660962,-0.20534474721647678,-1.580619232200022,-1.6780135337282849,-0.01026597601373365,-1.5519132965422753,-1.5001882715636023,-1.4997183100080178,-1.4019706051225418,-1.5710074181884894,0,0.0
07/18/2020 19:00:00,-1.5772087821880698,0.0,-1.466672698126762,-1.6468796888523538,0.10977505143225624,-1.580619232200022,-1.697608167310518,-0.01026597601373365,-1.5519132965422753,-1.4798198944267007,-1.476906257765721,-1.4019706051225418,-1.5596980379834908,0,0.0
07/18/2020 19:10:00,-1.5772087821880698,0.0,-1.4516130470552195,-1.6432349648868614,-0.13844025830197043,-1.5638772033554151,-1.6645431260043568,-0.01026597601373365,-1.5519132965422753,-1.5072940647740192,-1.5044714527267355,-1.3828279289754093,-1.5559310085913762,0,0.0
07/18/2020 19:20:00,-1.5938791068819511,0.0,-1.466672698126762,-1.662675175938871,0.03973692688202118,-1.580619232200022,-1.6939331502681445,-0.01026597601373365,-1.5519132965422753,-1.5210303162133854,-1.5206303723922725,-1.4019706051225418,-1.576037227746115,0,0.0
07/18/2020 19:30:00,-1.5772087821880698,0.0,-1.4516130470552195,-1.6517402271642165,0.2775533278296132,-1.580619232200022,-1.5959660817039256,-0.11943340673425144,-1.5519132965422753,-1.5139256228226752,-1.5120751141775073,-1.4019706051225418,-1.56472351737537,0,0.0
07/18/2020 19:40:00,-1.5740339529295455,0.0,-1.4516130470552195,-1.6420195389795798,-0.2878136085742234,-1.580619232200022,-1.7269970680103954,-0.11943340673425144,-1.5519132965422753,-1.5158203283522516,-1.5158772296735548,-1.4019706051225418,-1.5546750590673275,0,0.0
07/18/2020 19:50:00,-1.585940657032692,0.0,-1.4516130470552195,-1.6578150260660962,-0.45617692055610287,-1.580619232200022,-1.7465904175195888,-0.11943340673425144,-1.5519132965422753,-1.5129777201480332,-1.5111251548448195,-1.4019706051225418,-1.5710074181884894,0,0.0
07/18/2020 20:00:00,-1.602610969038066,0.0,-1.4817323491983043,-1.6979120393946607,0.3080270810925508,-1.5973612610446326,-1.6449509000590758,-0.11943340673425144,-1.5699906185801522,-1.5262408362453443,-1.5244324878883209,-1.440255812852139,-1.6125673421762992,0,0.0
07/18/2020 20:10:00,-1.5597454385310314,0.0,-1.4516130470552195,-1.6529544877542335,0.15518470111032964,-1.5973612610446326,-1.6106611740903853,-0.11943340673425144,-1.5699906185801522,-1.4760304124114367,-1.4731041422696738,-1.4019706051225418,-1.5659793115874179,0,0.0
07/18/2020 20:20:00,-1.5772087821880698,0.0,-1.4516130470552195,-1.6517402271642165,-0.21044956350053923,-1.580619232200022,-1.571474475072001,-0.11943340673425144,-1.5519132965422753,-1.499714568572667,-1.4978177862049855,-1.4019706051225418,-1.56472351737537,0,0.0
07/18/2020 20:30:00,-1.585940657032692,0.0,-1.466672698126762,-1.6602454894415715,-0.06142063388821715,-1.580619232200022,-1.6216825335075116,-0.03210289608577426,-1.5519132965422753,-1.53239872678112,-1.5310861544100711,-1.4019706051225418,-1.573522461713044,0,0.0
07/18/2020 20:40:00,-1.5772087821880698,0.0,-1.4516130470552195,-1.6578150260660962,-0.13070983390761898,-1.580619232200022,-1.6731151160964217,-0.03210289608577426,-1.5699906185801522,-1.5229250572210167,-1.522530896195305,-1.4019706051225418,-1.5710074181884894,0,0.0
07/18/2020 20:50:00,-1.5597454385310314,0.0,-1.466672698126762,-1.6480939494423708,0.6436349725933306,-1.580619232200022,-1.5322876155444871,-0.03210289608577426,-1.5699906185801522,-1.490241466661445,-1.4873620397835197,-1.4019706051225418,-1.5609533073853945,0,0.0
07/18/2020 21:00:00,-1.585940657032692,0.0,-1.466672698126762,-1.6711804382162259,0.23711958350881776,-1.580619232200022,-1.580046465164066,-0.03210289608577426,-1.5699906185801522,-1.5129777201480332,-1.5120751141775073,-1.4211132812696783,-1.5848444668740003,0,0.0
07/18/2020 21:10:00,-1.5684773006871473,0.0,-1.466672698126762,-1.6529544877542335,0.2806782189604523,-1.580619232200022,-1.5947415575505235,-0.03210289608577426,-1.5699906185801522,-1.4911888371652606,-1.4911641196832341,-1.4019706051225418,-1.5659793115874179,0,0.0
07/18/2020 21:20:00,-1.5946725191888076,0.0,-1.4817323491983043,-1.6723958641235075,0.11169489337452408,-1.5973612610446326,-1.6425004071701046,-0.03210289608577426,-1.5699906185801522,-1.5077672001160742,-1.506371976529768,-1.4211132812696783,-1.5861035739783902,0,0.0
