TIME,a,b,c,d,e,f,g,h,i,j,k,l,m,o
01/01/2019 22:50:00,73.165894,100.0,139.604584,2.560348,176.166687,116.479126,0.070191,-0.29602,126.268875,111.569977,112.104034,138.040604,1.6001087463044503,1
01/01/2019 23:00:00,71.852119,100.0,140.778046,2.626038,583.486145,121.273163,45.43457,43.466187,125.61969,111.690132,112.184143,139.213516,1.620505476695466,1
01/01/2019 23:10:00,103.758232,100.0,146.128952,3.342361,510.093079,123.867355,52.209469,-0.44098,124.321678,110.141373,110.635368,144.300858,1.828212514999282,1
01/01/2019 23:20:00,113.955688,100.0,185.675095,3.301697,500.567932,124.905586,49.287411,-0.44098,125.23024,110.862335,111.356354,145.737137,1.8170572363026982,1
01/01/2019 23:30:00,129.595947,100.0,199.183273,3.561325,495.308044,125.554634,46.15173,-0.334169,125.360046,112.06398,112.557976,147.565994,1.8871473180438245,1
01/01/2019 23:40:00,153.056335,100.0,207.687393,4.093093,493.505859,125.554634,43.93158,-0.334169,125.23024,115.375137,115.922546,150.049622,2.0231393921329297,1
01/01/2019 23:50:00,200.915543,100.0,221.687622,4.621734,509.603394,125.94413,60.433956,-0.364684,127.69754,120.088196,120.488739,155.939178,2.149821853084576,0
01/02/2019 00:00:00,209.736618,100.0,233.333862,4.834442,494.131348,128.411957,58.030697,-0.364684,129.191803,119.393921,119.847878,157.642517,2.198736455330652,1
01/02/2019 00:10:00,224.000534,100.0,238.434006,5.444412,495.683624,132.572342,56.008911,-0.364684,132.57251,122.024147,122.491455,161.445389,2.3333263809420233,1
01/02/2019 00:20:00,230.131531,100.0,241.659348,5.760345,496.532745,135.435562,53.979488,-0.364684,135.175339,124.28054,124.787903,163.545364,2.400071873923779,1
01/02/2019 00:30:00,230.131531,100.0,243.004211,5.710296,500.259216,137.258881,53.720093,-0.364684,136.34726,124.547577,125.001534,163.414078,2.389622564339398,1
01/02/2019 00:40:00,231.445313,100.0,244.080505,5.732192,500.320343,138.170898,54.223629,-0.364684,136.868256,125.402069,125.829315,163.545364,2.3941996575056144,1
01/02/2019 00:50:00,234.886185,100.0,245.157166,5.797882,500.650146,138.692169,54.101563,-0.349428,137.259033,126.323311,126.790619,163.939255,2.4078791497913676,1
01/02/2019 01:00:00,239.640793,100.0,246.368835,5.91362,500.175018,139.213516,54.345703,-0.349428,137.780167,127.685165,128.152451,164.595856,2.431793576765923,1
01/02/2019 01:10:00,242.330917,100.0,247.311569,5.991821,500.01355,139.474228,54.307552,-0.349428,138.040771,128.659821,129.167175,164.989868,2.447819642048817,1
01/02/2019 01:20:00,243.70726,100.0,248.119858,6.066895,499.681274,140.126068,54.154968,-0.349428,138.562012,129.153809,129.621124,165.515289,2.4631067780346023,1
01/02/2019 01:30:00,245.021042,100.0,248.658829,6.135711,499.072266,140.517242,53.887936,-0.349428,138.952988,129.621124,130.075058,165.909424,2.477036737717065,1
01/02/2019 01:40:00,246.397385,100.0,249.197876,6.173247,500.148071,141.038864,53.849792,-0.349428,139.474396,129.928192,130.36879,166.172195,2.4846019801972306,1
01/02/2019 01:50:00,247.085571,100.0,249.467453,6.207656,499.633514,141.43013,53.582764,-0.372315,139.735107,130.302032,130.796051,166.303589,2.4915168070876024,1
01/02/2019 02:00:00,247.773743,100.0,249.73703,6.226425,500.231323,141.560577,53.674313,-0.372315,139.865479,130.435562,130.902863,166.434982,2.4952805453495603,1
01/02/2019 02:10:00,247.773743,100.0,249.871841,6.232681,500.064026,141.821457,53.430172,-0.372315,140.126221,130.475616,130.92955,166.566391,2.4965337970874737,1
01/02/2019 02:20:00,248.461914,100.0,250.006653,6.232681,500.410675,141.951904,53.674313,-0.372315,140.126221,130.702576,131.143188,166.566391,2.4965337970874737,1
01/02/2019 02:30:00,248.461914,100.0,250.141464,6.235808,499.561554,141.951904,53.582764,-0.372315,140.126221,130.729294,131.143188,166.566391,2.4971599868650785,1
01/02/2019 02:40:00,248.461914,100.0,250.276276,6.220169,500.135864,141.951904,53.552246,-0.372315,140.126221,130.635834,131.089783,166.434982,2.4940266638510504,1
01/02/2019 02:50:00,248.461914,100.0,250.411102,6.217041,499.777069,141.951904,53.475952,-0.364684,140.126221,130.7827,131.25,166.434982,2.493399486644689,1
01/02/2019 03:00:00,248.461914,100.0,250.545929,6.229552,499.418182,141.951904,53.674313,-0.364684,140.126221,130.729294,131.143188,166.434982,2.495907049551325,1
01/02/2019 03:10:00,248.461914,100.0,250.680771,6.238937,499.585358,141.951904,53.773499,-0.364684,140.126221,130.836105,131.303391,166.566391,2.4977864200127278,1
01/02/2019 03:20:00,248.461914,100.0,250.680771,6.232681,500.374908,141.821457,53.643795,-0.364684,140.126221,130.836105,131.303391,166.566391,2.4965337970874737,1
01/02/2019 03:30:00,248.461914,100.0,250.815613,6.251449,499.800323,141.951904,53.536983,-0.364684,140.126221,131.036377,131.517014,166.6978,2.500289783205139,1
01/02/2019 03:40:00,249.150085,100.0,250.95047,6.217041,500.972992,141.951904,53.826904,-0.364684,140.126221,131.009674,131.43692,166.566391,2.493399486644689,1
01/02/2019 03:50:00,250.463867,100.0,250.95047,6.2014,500.351318,141.821457,54.055782,-0.364684,139.865479,131.330109,131.784042,166.434982,2.4902610304945947,1
01/02/2019 04:00:00,249.838272,100.0,251.085312,6.195145,500.458862,141.560577,54.200745,-0.364684,139.735107,131.143188,131.597122,166.303589,2.4890048212086695,1
01/02/2019 04:10:00,249.775696,100.0,251.220184,6.18576,500.458862,141.43013,54.032894,-0.364684,139.735107,131.223297,131.677246,166.303589,2.4871188150146746,1
01/02/2019 04:20:00,248.461914,100.0,251.220184,6.163864,501.403351,141.560577,54.040527,-0.364684,139.735107,131.009674,131.463623,166.172195,2.4827130321485003,1
01/02/2019 04:30:00,249.838272,100.0,251.355042,6.176376,499.80127,141.43013,54.101563,-0.364684,139.735107,131.343445,131.784042,166.303589,2.4852315787467374,1
01/02/2019 04:40:00,249.150085,100.0,251.624786,6.179503,501.092712,141.43013,54.071045,-0.364684,139.735107,131.290039,131.730652,166.303589,2.4858606155615406,1
01/02/2019 04:50:00,249.150085,100.0,251.624786,6.182632,499.705566,141.43013,54.162594,-0.357056,139.735107,131.410217,131.890854,166.303589,2.4864898954148194,1
01/02/2019 05:00:00,249.838272,100.0,251.759674,6.2014,499.633514,141.43013,54.154968,-0.357056,139.930634,131.450272,131.944275,166.434982,2.4902610304945947,1
01/02/2019 05:10:00,250.463867,100.0,251.894562,6.223297,501.020782,141.560577,54.101563,-0.357056,139.930634,131.557068,132.024384,166.566391,2.494653683379719,1
