TIME,a,b,c,d,e,f,g,h,i,j,k,l,m,o
12/19/2019 11:20:00,145.924362,100.0,160.264725,6.414107,251.139481,146.91272,0.161743,-0.898743,146.586121,154.815277,155.229187,159.740128,2.532608734092181,1
12/19/2019 11:30:00,145.236206,100.0,195.071991,6.279601,545.038391,146.128952,33.822632,31.045532,143.648224,154.147705,154.588303,159.215591,2.505913206797075,1
12/19/2019 11:40:00,202.917496,100.0,227.572418,7.896804,515.377197,144.561951,57.427979,-0.81482,143.387192,135.068512,135.335526,164.464523,2.8101252641119046,1
12/19/2019 11:50:00,282.432556,100.0,247.042191,8.034438,512.751526,145.737137,61.372375,-0.708008,144.039795,144.294357,144.761642,167.749283,2.8345084229897783,0
12/19/2019 12:00:00,312.336731,100.0,259.187134,9.185563,492.531769,147.958023,58.106995,-0.81482,146.128952,155.990204,156.404099,174.196747,3.0307693742678605,1
12/19/2019 12:10:00,342.866486,100.0,262.163025,9.873734,512.401245,149.918854,64.149475,-0.708008,147.56601,201.09137,201.585373,175.909393,3.142249830933244,0
12/19/2019 12:20:00,364.637756,100.0,270.293518,10.805894,494.014862,153.058548,58.137512,-0.601197,150.965103,175.563431,175.950607,180.524734,3.2872319662597587,1
12/19/2019 12:30:00,359.883118,100.0,269.479492,10.796508,502.239899,154.105759,59.953308,-0.601197,151.357513,173.520645,173.921204,180.524734,3.2858040111972593,1
12/19/2019 12:40:00,407.429474,100.0,273.144196,11.875687,509.069366,155.546219,65.065002,-0.601197,152.011658,195.497131,195.870956,183.561157,3.446111867017668,0
12/19/2019 12:50:00,461.106873,100.0,282.529175,13.505402,494.284332,159.871262,65.00396,-0.601197,156.070175,211.398682,211.705765,189.377731,3.674969659738703,0
12/19/2019 13:00:00,460.418671,100.0,283.755402,13.655546,500.877319,162.232727,65.446472,-0.494386,158.42897,211.719131,211.999496,190.039352,3.6953411209251033,0
12/19/2019 13:10:00,461.795044,100.0,284.164246,13.721238,498.972717,163.414078,64.614868,-0.494386,159.34671,211.585602,211.865997,190.304031,3.7042189460127757,0
12/19/2019 13:20:00,461.795044,100.0,284.436859,13.76503,500.717316,163.939255,64.675903,-0.494386,160.002411,211.98616,212.266525,190.436386,3.7101253348101326,0
12/19/2019 13:30:00,461.795044,100.0,284.573151,13.761902,499.888519,164.070572,64.126587,-0.494386,160.133575,211.639008,211.972794,190.436386,3.7097037617578037,0
12/19/2019 13:40:00,461.795044,100.0,284.709473,13.799439,498.299164,164.201889,64.149475,-0.494386,160.133575,211.438751,211.732483,190.568741,3.714759615372171,0
12/19/2019 13:50:00,459.730499,100.0,284.573151,13.708725,498.701721,164.070572,64.149475,-0.517273,160.264725,211.4254,211.759186,190.304031,3.7025295407329297,0
12/19/2019 14:00:00,460.418671,100.0,284.709473,13.736876,500.164581,164.070572,64.065552,-0.517273,160.133575,211.345276,211.652374,190.304031,3.7063291812789645,0
12/19/2019 14:10:00,461.106873,100.0,284.845795,13.743134,499.912628,164.070572,63.851929,-0.517273,160.133575,211.452087,211.785873,190.436386,3.707173316692922,0
12/19/2019 14:20:00,459.730499,100.0,284.845795,13.740005,500.033752,164.201889,64.263916,-0.624085,160.133575,211.185059,211.438736,190.436386,3.706751273015226,0
12/19/2019 14:30:00,459.730499,100.0,284.845795,13.699339,497.583313,164.070572,63.447571,-0.624085,160.002411,210.584259,210.851273,190.171692,3.701261811869028,0
12/19/2019 14:40:00,460.418671,100.0,284.845795,13.705597,499.999481,164.070572,63.905334,-0.624085,160.133575,210.877991,211.171722,190.304031,3.7021071027186667,0
12/19/2019 14:50:00,461.106873,100.0,284.982117,13.733747,500.236908,164.201889,63.798523,-0.624085,160.264725,211.23848,211.545563,190.304031,3.7059070414677158,0
12/19/2019 15:00:00,459.730499,100.0,284.982117,13.718109,498.997192,164.201889,63.745117,-0.624085,160.264725,210.931396,211.251831,190.304031,3.7037965656877,0
12/19/2019 15:10:00,461.106873,100.0,284.982117,13.76503,499.481537,164.201889,63.722229,-0.624085,160.395889,210.998138,211.278534,190.436386,3.7101253348101326,0
12/19/2019 15:20:00,460.418671,100.0,284.982117,13.740005,498.551666,164.201889,63.577271,-0.608826,160.264725,210.73111,211.011505,190.304031,3.706751273015226,0
12/19/2019 15:30:00,461.106873,100.0,284.982117,13.746261,500.106293,164.201889,63.829041,-0.608826,160.264725,211.064911,211.358643,190.304031,3.7075950426118545,0
12/19/2019 15:40:00,460.418671,100.0,284.982117,13.730621,498.232056,164.201889,63.7146,-0.608826,160.264725,211.171707,211.492157,190.304031,3.7054852583703526,0
