TIME,a,b,c,d,e,f,g,h,i,j,k,l,m,o
02/25/2019 12:40:00,83.363327,100.0,241.928268,2.998276,256.593719,130.881561,0.024413,-0.70038,137.06366,114.520645,115.041344,142.865189,1.731553060116842,1
02/25/2019 12:50:00,83.363327,100.0,227.840164,3.082733,617.174866,132.572342,54.51355,59.266659,139.018188,115.348427,115.842445,143.778732,1.7557713404654947,1
02/25/2019 13:00:00,166.256699,100.0,222.623123,5.219192,502.895691,137.780014,46.411133,-0.578309,136.738007,116.790382,117.284378,156.987274,2.2845550989196997,1
02/25/2019 13:10:00,183.898926,100.0,226.635483,5.453795,497.736084,136.998352,46.586605,-0.578309,136.477509,116.069405,116.510017,160.789413,2.335336164238459,1
02/25/2019 13:20:00,196.160889,100.0,231.859024,5.184783,501.280182,137.258881,48.806763,-0.578309,136.738007,115.708923,116.136154,159.740128,2.277011857676635,1
02/25/2019 13:30:00,197.474655,100.0,235.211914,5.191039,498.515533,137.38916,48.989864,-0.578309,136.607742,116.923904,117.391197,159.740128,2.27838517375794,1
02/25/2019 13:40:00,197.474655,100.0,236.554062,5.14099,499.830627,137.128616,49.371334,-0.578309,136.477509,116.630173,117.097458,159.608978,2.2673751343789585,1
02/25/2019 13:50:00,230.757126,100.0,241.524902,5.766601,497.711365,137.258881,53.414917,-0.578309,136.086792,123.866653,124.360649,163.020248,2.4013748145593596,1
02/25/2019 14:00:00,232.821655,100.0,244.753372,5.641479,503.170105,137.910294,53.720093,-0.624085,137.389313,125.348648,125.829315,162.495209,2.3751797826690932,1
02/25/2019 14:10:00,265.415955,100.0,249.73703,6.229552,502.860077,139.343872,57.954403,-0.624085,138.040771,137.658676,138.11264,165.383926,2.495907049551325,1
02/25/2019 14:20:00,302.139252,100.0,256.889496,7.055359,501.294495,141.43013,59.449764,-0.517273,140.126221,150.889954,151.303864,169.72168,2.656192575849876,1
02/25/2019 14:30:00,316.403198,100.0,261.75705,7.474517,502.018646,144.561951,58.663937,-0.517273,143.648376,156.764587,157.2052,172.22171,2.733956290799105,1
02/25/2019 14:40:00,328.6026,100.0,264.735382,7.821731,498.931366,147.304672,59.045406,-0.517273,145.867889,161.130524,161.531052,174.065048,2.7967357758644273,1
02/25/2019 14:50:00,339.48819,100.0,265.548157,8.078231,505.419373,149.003662,60.700985,-0.517273,147.566162,171.691498,172.158813,174.723618,2.842222897663025,0
