TIME,a,b,c,d,e,f,g,h,i,j,k,l,m,o
01/20/2019 19:30:00,83.363327,100.0,139.604584,2.657318,164.185516,119.976814,0.108337,-0.379943,123.4133,92.063522,92.557526,136.60759,1.630128215816167,1
01/20/2019 19:40:00,84.051498,100.0,140.778046,2.760543,471.682465,121.662163,0.108337,-0.379943,125.424881,92.250443,92.771156,139.083176,1.6614881883420056,1
01/20/2019 19:50:00,104.446411,100.0,147.827347,3.36113,521.315674,124.645996,45.503231,7.165527,125.424881,92.036812,92.530815,143.648209,1.8333384848412473,1
01/20/2019 20:00:00,118.022141,100.0,188.319412,3.439331,500.639771,125.814293,47.471619,-0.44098,125.814362,90.301132,90.76844,147.304672,1.8545433400166198,1
01/20/2019 20:10:00,109.201035,100.0,198.917877,3.420562,495.053894,126.073967,45.243835,-0.44098,126.203873,98.87275700000001,99.420166,145.998337,1.8494761420467147,1
01/20/2019 20:20:00,118.022141,100.0,203.831223,3.749008,493.012543,126.333664,42.329407,-0.334169,126.723312,114.560699,115.041344,147.958023,1.9362355228638897,1
01/20/2019 20:30:00,135.038757,100.0,210.748962,3.946075,500.096893,126.853119,43.252563,-0.334169,126.593445,113.599396,114.213562,150.834305,1.9864730051022592,1
01/20/2019 20:40:00,148.614487,100.0,215.280029,4.01802,498.5047,127.112877,43.962097,-0.334169,126.723312,115.295029,115.762314,150.834305,2.004499937640308,1
01/20/2019 20:50:00,181.208801,100.0,223.024139,4.552917,520.433105,127.892265,56.748959,-0.334169,126.85318,117.69828,118.13887,155.153305,2.1337565465628923,1
01/20/2019 21:00:00,205.670135,100.0,231.456909,4.953308,501.751251,129.191635,57.969666,-0.334169,129.191696,119.020081,119.500725,158.166794,2.2256028396818692,1
01/20/2019 21:10:00,217.181396,100.0,236.285583,5.187912,498.114349,131.921951,56.596371,-0.334169,131.401779,119.487381,119.927979,159.477844,2.277698838740539,1
01/20/2019 21:20:00,230.757126,100.0,239.105682,5.522613,505.116638,134.263962,57.168575,-0.387575,133.743439,139.020538,139.501175,161.182983,2.3500240424302046,1
01/20/2019 21:30:00,250.463867,100.0,246.503494,6.229552,489.167389,137.128616,53.124996,-0.387575,136.216919,130.435562,130.87616,166.172195,2.495907049551325,1
01/20/2019 21:40:00,250.463867,100.0,247.17688,6.28273,499.855377,139.213516,54.521175,-0.387575,138.170959,131.543716,131.997665,166.303589,2.5065374523433714,1
01/20/2019 21:50:00,251.840225,100.0,247.850403,6.310883,499.748749,140.517242,54.147339,-0.387575,139.213577,131.877518,132.344818,166.566391,2.5121470896426428,1
01/20/2019 22:00:00,254.592865,100.0,248.928345,6.401596,499.192871,141.43013,54.254147,-0.387575,139.865387,131.703949,132.157883,167.223495,2.530137545668219,1
01/20/2019 22:10:00,253.904694,100.0,249.332657,6.41098,500.332031,141.951904,53.788754,-0.387575,140.386902,131.503677,131.970963,167.223495,2.5319913112015215,1
01/20/2019 22:20:00,253.279099,100.0,249.602234,6.41098,500.776306,142.343292,53.70483,-0.372315,140.647705,131.583786,132.051086,167.223495,2.5319913112015215,1
01/20/2019 22:30:00,279.679871,100.0,251.355042,6.933364,507.058746,143.126175,57.687374,-0.372315,141.038925,159.394821,159.928879,169.327103,2.6331281776624547,1
01/20/2019 22:40:00,332.669067,100.0,260.133698,8.006286,503.827423,145.345367,60.273739,-0.372315,143.126251,172.252258,172.719559,174.328461,2.8295381248535953,0
