TIME,a,b,c,d,e,f,g,h,i,j,k,l,m,o
07/27/2020 10:50:00,86.804199,100.0,137.38916,3.239136,579.091248,100.719467,46.128841,50.668335,110.851517,110.795593,111.409752,133.873505,1.7997599839978662,1
07/27/2020 11:00:00,104.446411,100.0,159.871262,3.864746,497.276276,114.019943,55.780025,-0.761415,117.903679,104.226685,104.707329,139.865311,1.9658957245998578,1
07/27/2020 11:10:00,187.339752,100.0,196.795456,5.563278,494.200714,119.458412,48.188782,-0.761415,120.884209,117.284393,117.76503,150.44194,2.3586602129174943,1
07/27/2020 11:20:00,207.046494,100.0,226.367828,6.401596,526.606262,125.035385,59.022518,-0.654602,124.645996,119.166939,119.660957,157.249359,2.530137545668219,1
07/27/2020 11:30:00,219.245926,100.0,234.809387,6.726912,497.430206,128.022171,55.261227,-0.654602,128.282028,120.261765,120.75576,159.477844,2.5936291176650528,1
07/27/2020 11:40:00,221.998581,100.0,238.568329,6.92398,496.768341,132.702438,53.086853,-0.654602,132.312164,121.650307,122.090904,161.182983,2.631345663344138,1
07/27/2020 11:50:00,255.906647,100.0,242.735184,7.458877,509.560272,135.695984,59.014889,-0.654602,133.873505,135.015106,135.495743,163.15152,2.7310944692558694,1
07/27/2020 12:00:00,304.829376,100.0,253.648636,8.681945,501.019958,139.343872,61.212158,-0.654602,136.998352,152.972794,153.440079,168.801071,2.9465140420503686,0
07/27/2020 12:10:00,353.063965,100.0,261.48645,9.901884,506.93808,145.214783,64.935303,-0.654602,142.995682,193.107224,193.601212,173.538269,3.1467259175212576,0
07/27/2020 12:20:00,396.543884,100.0,269.479492,11.306381,507.172821,152.273346,66.163635,-0.631715,149.984238,203.588104,204.01535,179.073517,3.3624962453510636,0
07/27/2020 12:30:00,454.287689,100.0,277.901123,13.017426,503.861359,158.953369,68.078613,-0.631715,155.61171,228.234848,228.688797,185.146484,3.6079670175876055,0
07/27/2020 12:40:00,503.210419,100.0,287.573456,15.028761,484.31604,165.909424,65.461731,-0.631715,161.379791,227.754211,227.941132,192.554718,3.8766945972052014,0
07/27/2020 12:50:00,543.937683,100.0,289.484283,16.117325,505.179108,169.590149,71.260071,-0.631715,164.530182,266.43335,266.740417,194.409363,4.014638838052559,0
07/27/2020 13:00:00,612.504517,100.0,297.686951,18.535309,494.708984,175.25058,74.678032,-0.631715,168.735321,270.345306,270.452118,200.90889,4.305265264765924,0
07/27/2020 13:10:00,598.240662,100.0,297.276306,17.997284,496.970154,176.831955,72.03064,-0.631715,171.629425,267.448059,267.541473,199.846863,4.24232059137449,0
07/27/2020 13:20:00,645.098877,100.0,300.426086,19.135895,504.939514,178.282196,76.570122,-0.631715,172.287537,281.774139,281.880951,201.971252,4.374459395171019,1
07/27/2020 13:30:00,651.229858,100.0,302.756256,19.530029,502.291077,180.392776,75.68512,-0.631715,174.657761,286.794281,286.954498,203.299698,4.419279239876113,1
07/27/2020 13:40:00,653.919922,100.0,303.441956,19.849091,496.739563,181.580566,75.845329,-0.631715,175.579971,285.378998,285.459137,204.097031,4.455231868264547,1
07/27/2020 13:50:00,647.851563,100.0,303.030518,19.739609,499.349121,181.580566,75.166313,-0.631715,175.579971,284.417725,284.524506,203.964127,4.442927976008614,1
07/27/2020 14:00:00,649.853516,100.0,303.030518,19.733351,499.874084,181.448578,74.92981,-0.631715,175.448212,285.512512,285.565918,203.964127,4.442223654882766,0
07/27/2020 14:10:00,649.853516,100.0,303.30481,19.761505,499.892426,181.448578,74.784843,-0.631715,175.448212,285.218811,285.29892,204.097031,4.44539143383347,0
07/27/2020 14:20:00,649.853516,100.0,303.30481,19.789656,501.247192,181.580566,75.280762,-0.669861,175.579971,285.285553,285.405701,204.097031,4.448556619848735,1
07/27/2020 14:30:00,649.853516,100.0,303.30481,19.767759,502.244141,181.580566,75.204468,-0.669861,175.579971,285.005188,285.138702,204.097031,4.44609480330773,1
07/27/2020 14:40:00,649.853516,100.0,303.30481,19.748993,502.059784,181.580566,75.418091,-0.669861,175.579971,285.232117,285.379028,203.964127,4.443983910861964,1
07/27/2020 14:50:00,648.477112,100.0,303.30481,19.745863,496.148956,181.580566,74.655151,-0.669861,175.579971,284.47113,284.551239,203.964127,4.443631735416426,0
07/27/2020 15:00:00,649.478149,100.0,303.30481,19.739609,499.698975,181.580566,75.08239,-0.669861,175.579971,284.177368,284.204102,203.964127,4.442927976008614,1
07/27/2020 15:10:00,605.685425,100.0,299.467102,18.544693,503.894012,179.733078,72.129822,-0.669861,174.394318,270.118347,270.345306,201.440033,4.306354955179612,0
07/27/2020 15:20:00,570.463501,100.0,297.686951,17.609404,488.938507,177.491074,67.475891,-0.662232,172.419159,251.065826,251.199326,199.846863,4.196356038278926,0
07/27/2020 15:30:00,543.937683,100.0,292.48938,16.427,516.669128,173.406601,71.305847,-0.662232,168.012207,245.858765,245.992279,195.602203,4.0530235627245,0
07/27/2020 15:40:00,533.114624,100.0,292.216064,16.120453,498.701447,171.958466,66.857903,-0.662232,167.092072,240.424728,240.705093,195.337082,4.015028393423887,0
07/27/2020 15:50:00,535.116577,100.0,292.48938,16.114195,501.265533,171.432022,67.277527,-0.662232,166.434998,241.345978,241.559586,195.204544,4.014248995764961,0
07/27/2020 16:00:00,535.179077,100.0,292.626038,16.117325,499.020813,171.30043,67.292778,-0.662232,166.303589,241.18576,241.399384,195.204544,4.014638838052559,0
07/27/2020 16:10:00,534.428406,100.0,292.626038,16.064148,498.518524,171.30043,67.079155,-0.662232,166.172195,240.691757,240.892014,195.071991,4.008010479028218,0
07/27/2020 16:20:00,535.116577,100.0,292.626038,16.089172,499.356506,171.30043,67.468262,-0.662232,166.303589,241.292572,241.532883,195.071991,4.011131012569896,0
07/27/2020 16:30:00,535.804749,100.0,292.626038,16.126707,501.120544,171.30043,68.269348,-0.662232,166.434998,241.372681,241.586304,195.204544,4.015807141783579,0
07/27/2020 16:40:00,535.116577,100.0,292.626038,16.101683,499.833191,171.30043,67.483513,-0.662232,166.434998,240.892029,241.132355,195.204544,4.0126902447111465,0
07/27/2020 16:50:00,497.142029,100.0,290.166992,15.169525,498.004456,170.379395,64.614868,-0.608826,166.172195,226.352295,226.605988,193.216965,3.8948074406830435,0
07/27/2020 17:00:00,500.520325,100.0,288.938202,15.119474,498.148102,168.932571,65.316772,-0.608826,164.333206,227.326965,227.620682,192.554718,3.8883767821547335,0
07/27/2020 17:10:00,498.518341,100.0,288.528717,15.069427,500.295624,168.669586,65.438843,-0.608826,164.070572,226.926407,227.246841,192.422287,3.88193598607705,0
07/27/2020 17:20:00,499.143982,100.0,288.528717,15.041273,499.206848,168.275131,65.446472,-0.608826,163.807953,226.792908,227.113342,192.289856,3.878308007366099,0
07/27/2020 17:30:00,498.518341,100.0,288.801697,15.056914,501.118622,168.406616,65.583801,-0.608826,163.93927,226.966476,227.27356,192.422287,3.8803239555480418,0
07/27/2020 17:40:00,500.520325,100.0,288.938202,15.131988,499.483734,168.406616,65.438843,-0.608826,163.93927,227.433777,227.700806,192.554718,3.8899856040864726,0
07/27/2020 17:50:00,499.143982,100.0,288.665222,15.078811,499.283081,168.406616,64.897148,-0.631715,163.93927,226.565933,226.873001,192.422287,3.883144473233001,0
07/27/2020 18:00:00,499.206512,100.0,288.801697,15.063169,498.100616,168.406616,65.255737,-0.631715,163.807953,227.099976,227.353653,192.422287,3.8811298612646294,0
07/27/2020 18:10:00,499.143982,100.0,288.665222,15.038147,502.792999,168.406616,66.026306,-0.631715,163.93927,227.714157,227.967834,192.289856,3.8779049756279487,0
07/27/2020 18:20:00,501.208466,100.0,288.801697,15.110091,498.261993,168.406616,65.370178,-0.631715,163.93927,227.153397,227.380371,192.554718,3.887170050306521,0
07/27/2020 18:30:00,499.143982,100.0,288.528717,15.016251,497.806183,168.406616,65.232849,-0.631715,163.807953,226.979828,227.27356,192.157425,3.8750807733516988,0
07/27/2020 18:40:00,503.210419,100.0,288.801697,15.106962,501.965057,168.275131,65.98053,-0.631715,163.676666,228.221497,228.555298,192.289856,3.886767551578046,0
07/27/2020 18:50:00,498.643494,100.0,288.665222,15.078811,499.330658,168.406616,65.34729,-0.608826,163.93927,226.579285,226.819611,192.422287,3.883144473233001,0
07/27/2020 19:00:00,529.048157,100.0,290.166992,15.679397,506.469208,168.801071,69.421379,-0.608826,163.807953,241.065582,241.372665,193.349442,3.959721833664582,0
07/27/2020 19:10:00,546.002197,100.0,293.719574,16.345673,497.450104,170.642517,68.391418,-0.608826,165.778046,246.432877,246.659851,195.734756,4.042978233926075,0
07/27/2020 19:20:00,600.930786,100.0,298.234589,17.890928,499.102203,173.669952,72.557068,-0.608826,167.617828,267.541504,267.701721,199.050568,4.229766896650452,0
07/27/2020 19:30:00,602.307068,100.0,298.91925,18.059843,502.408508,176.041168,72.343445,-0.608826,170.642517,269.50415,269.677734,199.979599,4.249687400268401,0
07/27/2020 19:40:00,650.541687,100.0,303.441956,19.658279,493.71875,179.073517,74.594109,-0.608826,172.945755,284.524536,284.604614,203.432571,4.433765780913556,0
07/27/2020 19:50:00,651.91803,100.0,303.716278,19.792786,501.318787,180.920639,75.975029,-0.578309,174.921234,285.285583,285.29892,203.964127,4.448908405440598,1
07/27/2020 20:00:00,649.853516,100.0,303.30481,19.789656,503.082916,181.448578,76.470947,-0.578309,175.448212,284.564575,284.631348,204.097031,4.448556619848735,1
07/27/2020 20:10:00,649.227844,100.0,303.167664,19.777143,498.775848,181.448578,74.54071,-0.578309,175.448212,284.631348,284.764862,204.097031,4.447149986227134,0
07/27/2020 20:20:00,650.541687,100.0,303.30481,19.792786,499.641815,181.448578,75.593559,-0.578309,175.448212,285.232117,285.245514,204.097031,4.448908405440598,1
07/27/2020 20:30:00,648.539673,100.0,303.167664,19.714584,498.877747,181.448578,74.79248,-0.578309,175.316467,285.165405,285.218811,203.831223,4.440110809428071,0
07/27/2020 20:40:00,649.165344,100.0,303.30481,19.770889,501.192139,181.448578,75.227356,-0.578309,175.316467,284.537872,284.604614,204.097031,4.446446783668955,1
