TIME,a,b,c,d,e,f,g,h,i,j,k,l,m,o
05/02/2018 05:20:00,165.568542,100.0,156.201172,4.549789,252.263168,131.791885,-0.067138,-0.532532,133.678314,112.838364,113.252258,154.629486,2.1330234410338766,1
05/02/2018 05:30:00,176.454147,100.0,165.909424,4.534149,467.026642,136.477341,48.928833,-0.502014,136.933228,102.985001,103.425598,154.891388,2.129354127429254,1
05/02/2018 05:40:00,189.341705,100.0,206.357162,4.631119,419.132385,137.128616,45.121761,-0.395203,135.761093,125.709152,126.229858,154.891388,2.1520034851272896,1
05/02/2018 05:50:00,156.059265,100.0,229.313156,4.427795,409.780975,136.868088,49.29504,-0.395203,134.784622,103.265381,103.852837,156.594208,2.1042326392297976,1
05/02/2018 06:00:00,196.160889,100.0,229.313156,5.14099,394.281006,136.477341,42.268372,-0.395203,134.914795,115.628815,116.082756,161.839035,2.2673751343789585,1
05/02/2018 06:10:00,189.341705,100.0,231.456909,5.763474,411.537415,136.737839,47.494503,-0.395203,135.305359,124.894714,125.428764,163.676666,2.400723640904967,1
05/02/2018 06:20:00,190.718063,100.0,231.188858,5.047149,433.620697,136.737839,49.111938,-0.395203,135.435577,116.149521,116.616806,160.264725,2.246586076695037,1
05/02/2018 06:30:00,230.131531,100.0,238.434006,5.750961,422.990234,136.868088,54.376221,-0.395203,134.784622,122.624969,123.132317,163.676666,2.398116135636471,1
05/02/2018 06:40:00,245.083618,100.0,244.080505,6.151351,422.095093,137.780014,53.392029,-0.387575,136.086639,127.671814,128.152451,166.303589,2.480191726459872,1
05/02/2018 06:50:00,257.28299,100.0,247.311569,6.451645,424.932892,139.474228,54.750061,-0.387575,137.51944,132.117828,132.638535,167.880737,2.54000885825227,1
05/02/2018 07:00:00,294.006348,100.0,252.838943,7.258682,424.631775,141.821457,58.11462,-0.387575,139.213531,147.552094,147.992691,171.826843,2.694194128120689,1
05/02/2018 07:10:00,342.803925,100.0,261.48645,8.159561,423.997498,144.823074,60.861206,-0.387575,141.951904,166.083893,166.577911,176.041168,2.856494530014017,0
05/02/2018 07:20:00,367.26532,100.0,267.580994,8.869629,428.048248,148.480804,60.708614,-0.387575,146.19426,175.403198,175.950607,179.469238,2.9781922369115126,0
05/02/2018 07:30:00,385.658264,100.0,271.514893,9.373245,424.841339,152.273346,61.38763,-0.387575,149.722717,182.55957,183.026886,181.976593,3.0615755747653854,0
05/02/2018 07:40:00,484.191895,100.0,282.256744,11.500319,428.204742,157.904648,68.353271,-0.395203,153.647583,220.611176,221.051773,189.113113,3.3912120252204816,0
05/02/2018 07:50:00,503.460663,100.0,287.982819,12.410583,420.13681,163.414078,65.713493,-0.395203,159.543427,228.221497,228.555298,192.952057,3.522865736868211,0
05/02/2018 08:00:00,600.305176,100.0,296.044647,14.465714,430.189148,169.590149,76.364136,-0.395203,163.611023,266.847229,267.167633,198.519821,3.8033819161372686,1
05/02/2018 08:10:00,646.47522,100.0,302.34491,15.776368,418.681244,176.172958,76.768494,-0.395203,171.103058,282.3349,282.548523,202.502563,3.9719476330888352,1
05/02/2018 08:20:00,651.167297,100.0,302.756256,15.879592,423.98407,178.941605,77.531433,-0.395203,173.604126,281.600525,281.694031,203.033966,3.9849205763728843,1
05/02/2018 08:30:00,721.110535,100.0,306.872711,17.008818,448.783447,181.316574,91.859436,-0.395203,175.052979,290.719604,290.666199,205.160431,4.124174826556217,1
05/02/2018 08:40:00,707.53479,100.0,307.421997,17.121428,424.178375,183.429092,83.764648,-0.463867,177.688843,289.170837,289.224243,206.224167,4.137804731980474,1
05/02/2018 08:50:00,721.798706,100.0,308.795654,17.621916,428.127167,184.089523,83.833305,-0.463867,178.216278,291.106812,291.066742,207.288269,4.1978465908129605,1
05/02/2018 09:00:00,725.176941,100.0,309.482697,18.022306,427.948151,185.278625,86.175537,-0.463867,179.139465,291.493988,291.440582,208.352707,4.245268660520792,1
05/02/2018 09:10:00,393.165558,100.0,287.982819,11.221923,393.090576,179.865005,35.684204,-0.463867,176.502441,196.097931,196.324921,194.144348,3.3499138794900385,1
05/02/2018 09:20:00,342.240906,100.0,272.46521,9.072952,425.721924,164.201889,57.336426,-0.463867,158.887817,160.556396,160.890182,180.920639,3.012134127159679,1
05/02/2018 09:30:00,303.515594,100.0,265.277222,7.859268,421.741943,156.332169,53.956604,-0.463867,151.422928,149.848541,150.20903,175.909393,2.803438602858996,1
05/02/2018 09:40:00,304.829376,100.0,261.48645,7.759171,425.575409,150.834305,55.612179,-0.425721,147.304672,151.170349,151.757813,174.460175,2.7855288546342507,1
05/02/2018 09:50:00,374.147003,100.0,267.852142,8.879012,432.452759,150.834305,64.103699,-0.425721,147.304672,177.552795,177.980042,178.941605,2.9797671049932744,0
05/02/2018 10:00:00,451.597565,100.0,279.261597,10.596313,433.132721,155.284271,67.887878,-0.425721,151.292114,207.927307,208.341217,185.807266,3.255197843449765,0
05/02/2018 10:10:00,507.339447,100.0,288.255768,12.219772,427.562408,162.101486,68.818657,-0.425721,157.970184,230.19751,230.584702,192.025009,3.495679047052232,0
05/02/2018 10:20:00,604.371582,100.0,297.139435,14.349975,429.219635,169.85321,75.929253,-0.425721,164.13623,265.79248,266.072845,198.519821,3.7881360852007417,1
