TIME,a,b,c,d,e,f,g,h,i,j,k,l,m,o
05/01/2018 14:30:00,176.454147,100.0,154.236694,4.324569,524.303772,124.126877,33.09021,-0.395203,127.047943,116.750336,117.204277,152.011658,2.079559809190397,1
05/01/2018 14:40:00,196.84906,100.0,177.62291,4.631119,424.936554,129.581543,48.005672,-0.502014,130.166504,119.207001,119.660957,154.891388,2.1520034851272896,1
05/01/2018 14:50:00,201.603668,100.0,189.642365,4.834442,418.596832,131.791885,47.578426,-0.395203,132.117065,118.712997,119.153595,157.380402,2.198736455330652,1
05/01/2018 15:00:00,217.181396,100.0,221.286774,5.134734,421.728149,134.263962,57.557678,-0.395203,131.141632,119.781113,120.275108,160.002411,2.2659951456258685,1
05/01/2018 15:10:00,230.819702,100.0,235.748703,5.538253,420.311554,135.175171,55.741879,-0.502014,134.003662,124.641037,125.081635,162.495209,2.3533493153376104,1
05/01/2018 15:20:00,236.199966,100.0,239.777496,5.538253,428.068512,136.868088,56.108093,-0.502014,135.435577,127.444824,127.96553,162.888992,2.3533493153376104,1
05/01/2018 15:30:00,302.139252,100.0,250.006653,6.848907,427.523315,139.213516,63.104244,-0.502014,136.868103,152.70575,153.226471,169.195587,2.6170416504136877,0
05/01/2018 15:40:00,340.864532,100.0,262.02771,7.956237,418.951996,143.909256,61.280819,-0.402834,141.886688,166.871643,167.378983,175.514084,2.820680237105936,0
05/01/2018 15:50:00,371.206635,100.0,266.632172,8.666305,427.579987,148.87294,63.645931,-0.395203,146.455505,178.834534,179.26178,178.414078,2.9438588621059942,0
05/01/2018 16:00:00,449.533081,100.0,277.62912,10.493089,427.182739,154.891388,68.795769,-0.395203,151.161316,210.023483,210.343933,185.542938,3.2393037832225615,0
05/01/2018 16:10:00,492.38739,100.0,284.845795,12.007064,418.775208,161.576599,67.338562,-0.502014,157.970184,224.26947,224.629974,191.362991,3.4651210657060743,0
05/01/2018 16:20:00,535.116577,100.0,288.119293,12.810973,437.439575,165.646667,73.510742,-0.395203,161.117386,242.173752,242.547607,193.349442,3.579241958851064,0
05/01/2018 16:30:00,613.818359,100.0,295.497406,14.665908,434.938446,171.432022,78.515617,-0.395203,166.369293,274.83139,275.018311,198.652496,3.8296093795581814,1
05/01/2018 16:40:00,640.344177,100.0,300.426086,15.579299,420.421997,176.96376,77.378845,-0.524904,171.761047,280.906311,281.026459,201.971252,3.947062071972013,1
05/01/2018 16:50:00,646.412598,100.0,301.248291,15.779494,424.756409,178.677826,77.043152,-0.410462,173.472443,281.440369,281.667328,202.768265,3.9723411233175834,1
05/01/2018 17:00:00,663.429199,100.0,302.756256,16.279982,424.667816,180.260834,80.590813,-0.410462,174.657776,285.606018,285.699463,203.831223,4.034845969798599,1
